,CPU,memory,storage,GPU,DPDK
2023-06-01 12:25:13.083297+03:00,694.0,3604.0,24416.0,19,110.0
2023-06-01 13:25:13.083297+03:00,680.0,3416.0,23616.0,19,107.0
2023-06-01 14:25:13.083297+03:00,1214.0,7724.0,46496.0,42,158.0
2023-06-01 15:25:13.083297+03:00,1580.0,8660.0,56800.0,53,228.0
2023-06-01 16:25:13.083297+03:00,2158.0,12736.0,80000.0,58,298.0
2023-06-01 17:25:13.083297+03:00,2019.0,12060.0,75232.0,60,275.0
2023-06-01 18:25:13.083297+03:00,2386.0,14524.0,89632.0,63,325.0
2023-06-01 19:25:13.083297+03:00,2850.0,17376.0,107136.0,71,386.0
2023-06-01 20:25:13.083297+03:00,3298.0,20164.0,124128.0,73,444.0
2023-06-01 21:25:13.083297+03:00,3232.0,19480.0,120896.0,75,438.0
2023-06-01 22:25:13.083297+03:00,3515.0,22028.0,133728.0,75,467.0
2023-06-01 23:25:13.083297+03:00,3788.0,24116.0,145120.0,89,474.0
2023-06-02 00:25:13.083297+03:00,3926.0,25664.0,152192.0,89,485.0
2023-06-02 01:25:13.083297+03:00,3764.0,24020.0,144352.0,86,480.0
2023-06-02 02:25:13.083297+03:00,3486.0,21588.0,131936.0,80,465.0
2023-06-02 03:25:13.083297+03:00,3318.0,19416.0,122560.0,79,456.0
2023-06-02 04:25:13.083297+03:00,2992.0,17776.0,111232.0,76,408.0
2023-06-02 05:25:13.083297+03:00,2624.0,15464.0,97216.0,73,364.0
2023-06-02 06:25:13.083297+03:00,2573.0,15332.0,95776.0,70,358.0
2023-06-02 07:25:13.083297+03:00,2250.0,12948.0,82528.0,74,312.0
2023-06-02 08:25:13.083297+03:00,1764.0,10308.0,65120.0,66,245.0
2023-06-02 09:25:13.083297+03:00,1241.0,6956.0,45024.0,46,182.0
2023-06-02 10:25:13.083297+03:00,581.0,3020.0,20448.0,25,81.0
2023-06-02 11:25:13.083297+03:00,626.0,4028.0,24096.0,22,81.0
2023-06-02 12:25:13.083297+03:00,568.0,3136.0,20480.0,19,82.0
2023-06-02 13:25:13.083297+03:00,652.0,3736.0,23872.0,24,96.0
2023-06-02 14:25:13.083297+03:00,1165.0,6532.0,42272.0,37,166.0
2023-06-02 15:25:13.083297+03:00,1586.0,10232.0,61120.0,47,213.0
2023-06-02 16:25:13.083297+03:00,2035.0,12124.0,75744.0,55,285.0
2023-06-02 17:25:13.083297+03:00,2003.0,11600.0,73664.0,59,284.0
2023-06-02 18:25:13.083297+03:00,2408.0,14432.0,89856.0,65,330.0
2023-06-02 19:25:13.083297+03:00,2896.0,17740.0,109088.0,70,390.0
2023-06-02 20:25:13.083297+03:00,3230.0,20060.0,122400.0,73,436.0
2023-06-02 21:25:13.083297+03:00,3323.0,20564.0,125728.0,75,450.0
2023-06-02 22:25:13.083297+03:00,3479.0,21884.0,132576.0,80,456.0
2023-06-02 23:25:13.083297+03:00,3665.0,23384.0,140544.0,83,466.0
2023-06-03 00:25:13.083297+03:00,3940.0,26164.0,153824.0,90,476.0
2023-06-03 01:25:13.083297+03:00,3729.0,23880.0,143232.0,85,469.0
2023-06-03 02:25:13.083297+03:00,3514.0,22024.0,133696.0,80,456.0
2023-06-03 03:25:13.083297+03:00,3267.0,20040.0,123136.0,75,442.0
2023-06-03 04:25:13.083297+03:00,2877.0,17220.0,107296.0,72,390.0
2023-06-03 05:25:13.083297+03:00,2537.0,15860.0,96416.0,64,345.0
2023-06-03 06:25:13.083297+03:00,2488.0,14536.0,91840.0,68,344.0
2023-06-03 07:25:13.083297+03:00,2148.0,12576.0,79360.0,68,298.0
2023-06-03 08:25:13.083297+03:00,1774.0,10528.0,65920.0,59,238.0
2023-06-03 09:25:13.083297+03:00,1093.0,6412.0,40416.0,39,150.0
2023-06-03 10:25:13.083297+03:00,710.0,3932.0,25632.0,25,93.0
2023-06-03 11:25:13.083297+03:00,683.0,3728.0,24512.0,28,95.0
2023-06-03 12:25:13.083297+03:00,659.0,3632.0,23744.0,21,90.0
2023-06-03 13:25:13.083297+03:00,617.0,3464.0,22400.0,21,92.0
2023-06-03 14:25:13.083297+03:00,1201.0,7696.0,46144.0,34,155.0
2023-06-03 15:25:13.083297+03:00,1746.0,9972.0,63840.0,56,238.0
2023-06-03 16:25:13.083297+03:00,2036.0,12128.0,75776.0,56,275.0
2023-06-03 17:25:13.083297+03:00,2068.0,12952.0,78656.0,58,268.0
2023-06-03 18:25:13.083297+03:00,2395.0,14164.0,88864.0,63,326.0
2023-06-03 19:25:13.083297+03:00,2957.0,17804.0,110560.0,70,394.0
2023-06-03 20:25:13.083297+03:00,3240.0,19932.0,122272.0,72,431.0
2023-06-03 21:25:13.083297+03:00,3192.0,19740.0,120736.0,73,423.0
2023-06-03 22:25:13.083297+03:00,3720.0,23244.0,141344.0,84,476.0
2023-06-03 23:25:13.083297+03:00,3805.0,24184.0,145664.0,83,483.0
2023-06-04 00:25:13.083297+03:00,3995.0,25868.0,154208.0,84,494.0
2023-06-04 01:25:13.083297+03:00,3884.0,24500.0,148192.0,85,490.0
2023-06-04 02:25:13.083297+03:00,3642.0,22536.0,137792.0,77,477.0
2023-06-04 03:25:13.083297+03:00,3346.0,20356.0,125664.0,75,449.0
2023-06-04 04:25:13.083297+03:00,3021.0,17724.0,111712.0,74,415.0
2023-06-04 05:25:13.083297+03:00,2539.0,15136.0,94528.0,69,346.0
2023-06-04 06:25:13.083297+03:00,2647.0,16192.0,99648.0,76,356.0
2023-06-04 07:25:13.083297+03:00,2190.0,12744.0,80704.0,70,300.0
2023-06-04 08:25:13.083297+03:00,1751.0,10052.0,64160.0,61,250.0
2023-06-04 09:25:13.083297+03:00,1187.0,6860.0,43616.0,48,160.0
2023-06-04 10:25:13.083297+03:00,701.0,3980.0,25568.0,21,102.0
2023-06-04 11:25:13.083297+03:00,596.0,3248.0,21376.0,22,85.0
